Date,Open,High,Low,Close,Adj Close,Volume
2005-12-01,2244.850098,2269.389893,2244.709961,2267.169922,2267.169922,2010420000
2005-12-02,2266.169922,2273.610107,2261.129883,2273.370117,2273.370117,1758510000
2005-12-05,2269.070068,2269.479980,2250.840088,2257.639893,2257.639893,1659920000
2005-12-06,2267.760010,2278.159912,2259.370117,2260.760010,2260.760010,1788200000
2005-12-07,2263.290039,2264.909912,2244.620117,2252.010010,2252.010010,1733530000
2005-12-08,2254.800049,2261.610107,2233.739990,2246.459961,2246.459961,1908360000
2005-12-09,2247.280029,2258.669922,2241.030029,2256.729980,2256.729980,1658570000
